RecordID,carat,cut,color,clarity,depth,table,x,y,z,price
12375,0.71,Ideal,D,VVS2,61.3,57,5.7,5.81,3.53,3856
12378,1,Premium,F,VS2,,55,6.38,6.35,4,5864
12388,0.29,Ideal,E,VVS1,62.7,55,4.22,4.2,2.64,858
12389,0.71,Good,F,IF,62.1,62,5.68,5.79,3.56,3393
12391,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,13820
12393,2.42,Premium,J,SI2,58.5,59,8.85,8.82,5.17,16198
12394,0.59,Premium,F,SI1,61.7,60,5.37,5.39,3.32,1412
12398,0.34,Premium,I,VVS1,60.5,59,4.54,4.48,2.73,803
12401,0.35,Ideal,D,VS2,60.9,57,4.55,4.51,2.76,1063
12403,0.78,Ideal,I,VS2,60.9,57,5.97,5.92,3.62,2422
12404,1.03,Good,E,VS1,63.3,59,6.4,6.45,4.07,7251
12405,0.61,Ideal,D,VS2,61.6,56,5.46,5.49,3.37,2364
12406,0.41,Premium,E,SI2,61.3,57,4.83,4.79,2.95,876
12407,1.52,Ideal,I,SI2,61.3,60,7.33,7.39,4.51,7582
12408,0.3,Premium,H,VVS2,60.8,60,4.29,4.33,2.62,605
12409,0.54,Good,G,VS1,59,62,5.3,5.28,3.12,1640
12411,0.32,Ideal,E,VS2,62,57,4.41,4.39,2.73,900
12416,1.2,Premium,I,VS2,62.6,58,6.77,6.72,4.22,5699
12420,0.7,Very Good,H,SI2,60,60,5.76,5.8,3.47,2077
12421,0.5,Ideal,H,IF,61,56,5.15,5.17,3.15,1923
12423,0.44,Very Good,F,SI2,62.8,60,4.82,4.86,3.04,648
12425,1.17,Good,H,SI2,63.8,58,6.73,6.57,4.24,4914
12426,1.6,Premium,H,SI1,62.1,60,7.54,7.49,4.66,9017
12429,0.26,Ideal,F,VS1,60.9,57,4.13,4.11,2.51,580
12430,1.02,Very Good,H,SI1,63.4,57,6.42,6.36,4.05,4884
12431,0.42,Premium,F,VS1,60.9,59,4.8,4.85,2.94,1031
12433,0.73,Ideal,G,VVS1,61.3,56,5.79,5.82,3.56,3667
12435,0.3,Ideal,I,VS1,61,56,4.37,4.35,2.66,608
12436,0.41,Premium,D,SI1,60.5,60,4.77,4.81,2.9,791
12437,0.7,Premium,H,SI2,61.3,61,5.67,5.62,3.46,1749
12438,1.5,Premium,D,SI2,59.6,59,7.54,7.46,4.47,7076
12441,0.72,Very Good,F,VS1,60.2,59,5.79,5.84,3.5,2846
12445,0.41,Ideal,F,VS1,62.7,55,4.77,4.74,2.98,1076
12446,1.51,Fair,I,SI1,68.3,57,6.95,6.87,4.72,8355
12448,0.36,Ideal,I,VS2,61.6,55,4.6,4.65,2.85,523
12451,0.4,Premium,I,VVS1,62.7,59,4.67,4.71,2.94,842
12453,1.21,Premium,J,VS2,59.9,59,6.92,6.86,4.13,4841
12454,0.47,Premium,G,SI1,62.7,58,4.97,4.99,3.12,931
12457,2.02,Ideal,I,SI2,60.9,60,8.08,8.14,4.94,14027
12458,0.41,Ideal,G,VVS2,61.3,56,4.77,4.76,2.92,1076
12459,0.72,Ideal,E,VS2,62.1,57,5.73,5.76,3.57,3235
12460,2.21,Very Good,F,SI2,61,58,8.36,8.43,5.12,18483
12461,2.12,Premium,I,SI2,60.6,59,8.3,8.27,5.02,15235
12464,1.11,Premium,H,SI1,,58,6.63,6.59,4.09,4960
12466,0.31,Very Good,E,VS2,61.7,58,4.31,4.34,2.67,680
12467,0.72,Good,I,VS1,61.3,63,5.67,5.75,3.5,2451
12470,0.9,Premium,J,VS2,59.8,62,6.24,6.21,3.72,2863
12473,0.52,Premium,D,VS2,62.4,58,5.09,5.13,3.19,1749
12475,1.08,Ideal,H,SI1,60.6,59,6.61,6.65,4.02,5756
12476,0.41,Very Good,F,VVS1,61.4,58,4.76,4.78,2.93,1122
12480,0.7,Ideal,I,VS1,62.1,57,5.69,5.71,3.54,2398
12482,0.32,Ideal,H,IF,61.9,54.2,4.38,4.42,2.72,783
12483,0.63,Premium,F,VS2,61,61,5.6,5.49,3.38,2211
12493,1.28,Very Good,H,SI2,60.2,58,7.03,7.13,4.26,5984
12494,0.43,Premium,H,SI1,59,58,4.93,4.96,2.92,716
12496,0.32,Premium,H,SI1,62.3,60,4.4,4.36,2.73,591
12498,1.07,Ideal,H,SI1,61.1,56,6.63,6.6,4.04,4955
12500,1.31,Premium,I,VS2,60,58,7.15,7.11,4.28,6921
12502,0.7,Ideal,I,VS2,61.6,56,5.67,5.72,3.51,2351
12503,0.23,Very Good,F,VVS2,63.1,56,3.93,3.96,2.49,472
12511,0.71,Ideal,F,VS1,61.1,56,5.76,5.8,3.53,3701
12514,1.25,Ideal,G,IF,60.6,57,6.97,6.99,4.23,11705
12516,1.23,Premium,G,SI2,58.9,62,7.03,6.97,4.12,4408
12521,0.41,Ideal,F,VS1,60.6,57,4.84,4.79,2.92,1076
12522,0.38,Very Good,D,VS1,59.5,61,4.66,4.69,2.78,921
12525,2.01,Very Good,I,SI1,61.8,62,7.98,8.07,4.96,13691
12526,0.47,Ideal,H,IF,61.9,56,4.99,5.02,3.1,1865
12527,0.33,Premium,E,SI2,60,59,4.49,4.47,2.69,594
12529,0.53,Ideal,G,VVS2,62.5,54,5.19,5.21,3.25,1818
12532,0.36,Premium,E,SI1,60.9,60,4.61,4.56,2.79,810
12536,1.01,Very Good,D,SI1,62.9,58,6.33,6.38,4,5731
12538,0.42,Ideal,F,SI1,60.6,57,4.84,4.9,2.95,773
12539,0.66,Very Good,H,VVS1,61.9,59,5.59,5.65,3.48,2323
12541,0.66,Ideal,E,SI1,62.8,57,5.58,5.53,3.49,1901
12543,0.31,Good,E,SI1,63.1,57,4.3,4.35,2.73,544
12546,1.22,Very Good,J,SI2,62.2,60,6.77,6.89,4.25,4058
12548,0.53,Premium,H,VS1,60.5,57,5.34,5.27,3.21,1607
12552,0.26,Ideal,I,VS2,61.8,55,4.12,4.17,2.56,371
12557,0.67,Good,I,VS2,60.7,61.4,5.6,5.64,3.41,1708
12564,0.24,Ideal,F,VVS2,62.4,55,3.99,4.02,2.5,526
12565,0.3,Ideal,H,VVS2,61.5,56,4.33,4.35,2.67,605
12567,1.05,Very Good,E,SI1,60.7,56,6.54,6.6,3.99,5770
12568,1.71,Very Good,J,VS1,61.9,59,7.6,7.69,4.73,10428
12574,0.53,Ideal,E,SI1,61.9,55,5.18,5.22,3.22,1435
12575,1.33,Premium,H,SI1,61.5,59,7.06,7.03,4.33,7472
12576,0.42,Very Good,H,VS2,62.9,56,4.72,4.79,2.99,773
12577,1.04,Good,G,VS1,63.8,57,6.42,6.37,4.08,6360
12579,0.7,Premium,G,VS2,61.8,60,5.67,5.63,3.49,2479
12583,0.35,Premium,E,SI1,62.9,58,4.52,4.48,2.83,788
12590,0.52,Ideal,I,VVS1,62,55,5.19,5.17,3.21,1619
12591,1.04,Ideal,G,VS2,60.7,56,6.59,6.54,3.99,7415
12593,2.21,Very Good,I,SI1,62.9,59,8.3,8.34,5.23,17784
12594,0.42,Premium,G,SI1,61.7,58,4.8,4.76,2.95,945
12595,1.54,Good,H,VS1,,57,7.34,7.4,4.65,10769
12597,0.7,Ideal,F,SI1,62.8,56,5.63,5.68,3.55,2528
12598,0.9,Very Good,H,VS2,61.6,63,6.14,6.1,3.77,3810
12600,1.03,Ideal,G,VS1,63,56,6.46,6.43,4.06,6659
12601,0.26,Ideal,G,SI1,61.8,55,4.08,4.11,2.53,377
12602,0.9,Very Good,E,VS2,62.9,57,6.16,6.18,3.88,4580
12603,0.42,Ideal,H,IF,61.9,56,4.79,4.81,2.97,1216
12605,0.34,Ideal,D,SI1,,57,4.5,4.44,2.74,803
12606,1.08,Premium,G,VS2,62.4,57,6.56,6.49,4.07,6532
12607,0.91,Premium,G,SI2,59.8,58,6.3,6.29,3.77,2813
12608,0.5,Good,F,VS2,63.3,58,4.98,5.03,3.17,1436
12611,0.4,Ideal,F,VS2,62,57,4.74,4.68,2.92,1080
12612,0.3,Premium,F,VVS1,,59,4.26,4.29,2.64,868
12615,0.51,Very Good,G,SI2,63.2,57,5.07,5.03,3.19,1100
12622,1.02,Ideal,H,SI1,60,59,6.56,6.55,3.93,4724
12623,1.49,Ideal,H,SI1,62.4,56,7.28,7.24,4.53,9132
12624,0.73,Ideal,I,VS2,61.9,56,5.77,5.82,3.59,2426
12628,0.92,Premium,F,SI1,62,60,6.26,6.19,3.86,3910
12629,0.3,Ideal,E,VVS1,62.5,56,4.28,4.3,2.68,862
12631,0.34,Premium,G,VS2,61.6,58,4.45,4.51,2.76,596
12635,1.66,Premium,I,SI2,60,59,7.63,7.56,4.56,5310
12637,0.7,Premium,F,SI1,61.3,59,5.71,5.74,3.51,2161
12641,1.01,Very Good,H,VS2,62.2,56,6.35,6.44,3.98,4821
12644,0.74,Ideal,G,SI1,61.3,57,5.81,5.83,3.57,3130
12645,0.77,Very Good,H,VS1,62.8,58,5.75,5.78,3.62,2961
12647,0.33,Premium,E,SI1,60.9,58,4.5,4.46,2.73,743
12649,1.01,Good,E,SI2,63.9,55,6.38,6.33,4.08,4440
12650,1.51,Very Good,G,SI2,63.1,58,7.23,7.19,4.55,7154
12652,0.91,Ideal,F,SI1,62,55,6.21,6.24,3.86,5176
12653,1.75,Premium,I,VS1,60.6,60,7.8,7.84,4.74,12416
12656,1.02,Very Good,G,VS2,,60,6.53,6.49,3.94,6906
12657,0.61,Ideal,I,VVS1,62.5,54,5.43,5.49,3.41,1713
12660,1.38,Ideal,H,VS1,63.6,56,7.05,7,4.47,8037
12663,0.41,Very Good,H,SI1,63.3,56,4.74,4.71,2.99,876
12665,0.4,Very Good,D,VS1,63.3,57,4.66,4.72,2.97,967
12666,0.71,Very Good,F,SI1,61.1,57,5.71,5.74,3.5,2333
12671,1.08,Premium,H,VS2,62.1,58,6.63,6.51,4.08,5250
12675,0.7,Premium,G,SI1,62.6,60,5.61,5.57,3.5,2415
12676,1.34,Premium,D,SI2,61.5,58,7.07,7.04,4.34,7438
12681,1.23,Ideal,E,VVS2,61.7,57,6.85,6.91,4.25,12539
12683,1.24,Premium,F,VS1,61.5,57,6.97,6.86,4.25,9333
12684,1.35,Ideal,H,SI1,62.8,57,6.98,7.09,4.42,7619
12687,0.37,Premium,G,VS2,62.8,60,4.59,4.55,2.87,833
12689,0.26,Very Good,D,VVS2,60.4,59,4.15,4.19,2.52,597
12690,0.83,Premium,H,SI1,60,59,6.08,6.05,3.64,2825
12697,1.24,Premium,G,SI2,60,60,6.94,6.88,4.15,3896
12704,2.04,Very Good,I,SI1,62.9,54,8.16,8.08,5.1,17323
12711,0.33,Premium,D,SI1,60,59,4.5,4.47,2.69,780
12712,1.01,Premium,G,SI1,,59,6.48,6.44,3.96,5006
12714,1.02,Premium,I,SI1,61.7,58,6.48,6.45,3.99,4113
12716,0.33,Good,F,SI1,61.8,62,4.4,4.45,2.74,536
12720,1,Premium,G,VS2,60.1,57,6.42,6.35,3.84,6272
12722,0.52,Very Good,E,SI2,62.9,56,5.12,5.15,3.23,1120
12724,0.9,Ideal,E,SI2,62.1,56,6.25,6.19,3.86,3804
12725,0.5,Good,I,SI2,65.3,56,4.91,5.01,3.24,855
12727,0.71,Fair,D,VS1,65.4,59,5.62,5.58,3.66,2747
12734,0.3,Ideal,G,VVS1,61.3,56,4.34,4.3,2.65,1013
12738,0.25,Very Good,E,VVS1,60.1,57,4.08,4.11,2.46,526
12741,0.29,Ideal,E,VS1,60.6,55,4.33,4.35,2.63,619
12743,0.85,Premium,G,SI2,62,58,6.08,6.04,3.76,2444
12747,0.31,Very Good,G,VS1,60.8,61,4.33,4.35,2.64,625
12749,0.3,Ideal,H,VVS2,62.1,56,4.32,4.28,2.67,776
12750,0.31,Premium,G,SI2,61.3,58,4.4,4.37,2.69,523
12755,0.93,Ideal,F,SI2,59.5,57,6.37,6.33,3.78,3828
12757,1.2,Premium,G,VS2,62.4,59,6.74,6.68,4.19,7405
12762,0.61,Very Good,I,VS2,62.4,57,5.4,5.43,3.38,1572
12763,0.31,Premium,H,VS2,58.9,61,4.46,4.43,2.62,586
12767,1.22,Ideal,G,VS2,61.4,56,6.88,6.9,4.23,8213
12768,0.5,Premium,F,VS1,61.8,60,5.06,5.1,3.14,1710
12770,1.01,Premium,G,SI2,,60,6.48,6.44,3.88,4270
12771,1.2,Ideal,E,SI2,61.1,55,6.9,6.87,4.21,5494
12772,0.54,Very Good,F,SI1,61.2,55,5.23,5.29,3.22,1346
12773,0.33,Good,F,VVS1,63.3,57,4.38,4.44,2.79,764
12774,0.31,Ideal,E,VVS2,61.3,55,4.34,4.37,2.67,864
12775,1.01,Premium,G,I1,59.4,61,6.51,6.45,3.85,3348
12776,1.02,Ideal,F,VS1,61.2,57,6.45,6.52,3.98,8024
12778,0.31,Ideal,D,VS2,62.1,56,4.35,4.34,2.7,942
12781,0.32,Ideal,G,VS2,61.8,57,4.42,4.38,2.72,720
12788,1.7,Ideal,I,VS2,61.7,56,7.72,7.64,4.74,11360
12789,1.14,Ideal,H,VS2,61.6,56,6.68,6.72,4.13,5831
12790,0.29,Fair,F,SI1,55.8,60,4.48,4.41,2.48,1776
12791,0.5,Very Good,E,SI2,62.8,55,5.05,5.08,3.18,1077
12793,1.1,Premium,H,SI2,62.6,57,6.6,6.56,4.12,4435
12794,0.3,Premium,F,VVS2,61.4,59,4.36,4.31,2.66,945
12795,1.06,Very Good,H,VS1,61.9,58,6.57,6.49,4.04,5627
12797,0.72,Good,D,VS1,63.3,55,5.69,5.75,3.62,3570
12798,0.71,Good,E,VS2,59.2,61,5.8,5.88,3.46,2772
12801,1.7,Premium,E,SI2,59.8,59,7.76,7.66,4.61,9596
12802,0.59,Ideal,D,SI1,62.1,56,5.36,5.4,3.34,1684
12803,1.01,Good,D,IF,63.2,59,6.34,6.38,4.02,15081
12804,0.7,Premium,G,VVS2,62.9,59,5.68,5.61,3.55,2874
12807,1.52,Premium,H,VVS2,61.2,58,7.48,7.41,4.56,11979
12808,2.11,Premium,J,SI2,60.7,60,8.27,8.2,5,12554
12810,0.31,Ideal,E,VS1,61.2,55,4.4,4.43,2.7,722
12812,1,Fair,E,SI2,69,56,6.01,5.94,4.12,3763
12814,0.4,Premium,G,VVS2,62.7,59,4.69,4.72,2.95,982
12816,0.5,Premium,G,VS1,59.8,58,5.15,5.19,3.09,1624
12818,0.43,Very Good,F,VS1,61,57,4.84,4.89,2.97,1056
12819,0.71,Ideal,J,VS1,62.3,55,5.7,5.73,3.56,2085
12826,0.23,Premium,E,VVS1,61.1,60,4.01,3.95,2.43,680
12828,1.51,Very Good,I,VVS1,63,59,7.24,7.3,4.58,11088
12831,1.24,Ideal,I,SI1,62.1,56,6.84,6.88,4.26,5797
12833,1.05,Premium,E,IF,59,58,6.7,6.66,3.94,11946
12837,0.95,Very Good,J,SI1,,55,6.25,6.21,3.95,3154
12840,1.1,Ideal,H,VS1,61.7,56,6.61,6.65,4.09,6630
12842,1.22,Very Good,J,VS2,61.9,57,6.82,6.87,4.24,4793
12844,1,Very Good,E,SI2,61.4,61,6.36,6.41,3.92,4620
12847,0.91,Fair,D,VS2,65.7,58,6.04,5.99,3.95,4107
12848,0.32,Very Good,I,VS1,,54,4.42,4.38,2.78,648
12850,0.39,Premium,D,VS2,61.3,58,4.7,4.73,2.89,958
12851,0.43,Ideal,J,IF,62.4,56,4.84,4.87,3.03,890
12856,1.04,Ideal,F,I1,61.6,57,6.51,6.46,4,3718
12857,0.58,Ideal,H,SI1,61.6,57,5.34,5.38,3.3,1184
12858,0.3,Ideal,G,VS2,60.8,57,4.33,4.38,2.65,491
12859,1,Premium,G,VVS2,59.5,61,6.46,6.42,3.83,7589
12861,1.63,Ideal,G,VS1,61.5,57,7.58,7.6,4.67,16241
12862,0.32,Ideal,E,VVS2,60.9,55,4.41,4.43,2.69,837
12864,0.7,Good,I,VS2,63.9,65,5.6,5.56,3.56,2268
12865,1.01,Premium,G,SI2,62.9,57,6.39,6.33,4,3750
12866,0.81,Ideal,E,VS2,61.5,57,6,6.06,3.71,3975
12867,0.62,Premium,G,VS2,60.9,59,5.52,5.48,3.35,1841
12868,1.01,Premium,D,VVS2,62.4,60,6.31,6.36,3.95,10221
12872,0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,1690
12878,0.32,Ideal,E,VS2,62,55,4.41,4.37,2.72,804
12879,0.31,Ideal,G,VS2,62.2,54,4.34,4.38,2.71,562
12880,0.47,Premium,H,VS1,60.3,61,5.05,5.04,3.04,1244
12881,0.6,Ideal,D,VS1,61.9,54.9,5.4,5.43,3.35,2527
12883,1.28,Ideal,H,SI2,61.8,57,7,6.97,4.32,5676
12884,0.4,Ideal,G,VVS1,62,56,4.73,4.76,2.94,1043
12886,0.74,Premium,F,SI1,58.7,58,5.93,5.86,3.46,2452
12887,0.41,Very Good,D,VS1,62.3,59,4.72,4.79,2.96,1018
12891,0.51,Ideal,G,VS1,62.7,56,5.08,5.1,3.19,1656
12894,0.25,Ideal,E,VS2,62.1,57,4.01,4.05,2.5,535
12896,0.31,Ideal,E,VS1,61.7,53,4.36,4.39,2.7,800
12902,1.7,Ideal,I,SI2,60.7,59,7.69,7.64,4.65,8743
12905,1.55,Very Good,G,SI2,61.9,60,7.31,7.36,4.54,8873
12906,0.31,Ideal,H,VVS1,62,54.2,4.35,4.39,2.71,660
12912,0.31,Ideal,E,VS1,61.9,54.4,4.33,4.37,2.69,685
12915,1.01,Fair,E,SI2,67.6,57,6.21,6.11,4.18,2862
12920,1.56,Premium,I,VVS2,60.5,58,7.53,7.45,4.53,8858
12923,1.51,Premium,J,SI1,58.4,60,7.58,7.53,4.41,7314
12925,0.51,Ideal,G,VS2,62,56,5.11,5.18,3.19,1343
12926,2.03,Very Good,H,SI2,56.8,61,8.52,8.42,4.81,16442
12927,0.4,Ideal,H,VVS1,62.3,54,4.74,4.77,2.96,1017
12930,0.7,Ideal,I,VS2,62.5,54,5.68,5.71,3.56,2390
12936,2.01,Premium,I,SI1,62.4,61,8.01,7.99,4.99,15707
12944,0.52,Premium,G,SI1,60.6,61,5.19,5.17,3.14,1249
12951,1.33,Premium,G,SI2,61.3,59,7.06,6.93,4.29,4634
12952,1.12,Premium,I,SI1,61.3,58,6.69,6.68,4.1,4077
12956,1.53,Premium,G,VS2,59.9,61,7.54,7.45,4.49,13206
12961,0.33,Ideal,F,VVS1,61.7,54,4.46,4.49,2.76,893
12963,0.33,Very Good,I,SI1,62.8,58,4.39,4.43,2.77,445
12965,0.54,Ideal,D,VS2,61.3,56,5.22,5.26,3.21,1892
12967,0.51,Ideal,D,VS2,,57,5.18,5.21,3.16,1769
12970,0.32,Fair,F,SI1,64.4,54,4.36,4.33,2.8,638
12973,1.06,Very Good,E,VVS2,61.8,58,6.52,6.56,4.04,9997
12976,0.74,Very Good,J,IF,60.3,58,5.82,5.86,3.52,2277
12979,0.75,Premium,G,SI1,60.4,58,5.88,5.84,3.54,2415
12982,0.3,Ideal,E,VS2,62.3,56,4.34,4.3,2.69,844
12990,0.57,Ideal,E,VVS1,61.8,56,5.33,5.35,3.3,2739
12992,1.22,Ideal,E,SI2,62.7,57,6.84,6.81,4.28,6343
12994,1.06,Premium,I,SI1,61.9,59,6.52,6.5,4.03,4452
12996,0.7,Good,F,SI2,64.1,58,5.58,5.53,3.56,1792
12999,0.28,Ideal,E,VVS1,62,56,4.19,4.23,2.61,646
13002,1.5,Premium,H,VS2,62.4,59,7.29,7.32,4.56,11092
13003,2.01,Very Good,J,SI2,60.6,60,8.11,8.19,4.94,11406
13005,0.32,Ideal,D,SI2,62.4,54,4.4,4.38,2.74,612
13007,1.07,Good,H,SI1,58.1,60,6.72,6.78,3.92,4832
13011,0.77,Premium,I,VS1,62.6,55,5.9,5.85,3.68,2524
13015,0.92,Ideal,D,SI2,61.9,56,6.27,6.2,3.86,2840
13016,0.4,Ideal,F,VVS1,61.3,56,4.73,4.76,2.91,1263
13019,1.5,Premium,H,VS2,60,62,7.41,7.38,4.44,11322
13020,1.66,Premium,J,VVS2,62.6,59,7.58,7.54,4.73,10062
13021,0.33,Very Good,E,SI2,60,59,4.47,4.49,2.69,463
13023,0.54,Very Good,E,SI2,60.7,56.5,5.24,5.28,3.19,1415
13026,0.32,Ideal,H,VVS1,62,54,4.39,4.42,2.73,708
13027,0.72,Good,F,SI1,63.9,62,5.7,5.63,3.62,2188
13028,1.13,Ideal,I,VS2,62.3,56,6.63,6.73,4.16,4940
13032,0.31,Premium,G,VS2,61.2,58,4.32,4.37,2.66,544
13034,0.36,Very Good,E,SI1,60.8,59,4.56,4.59,2.78,631
13041,1.01,Ideal,F,VS1,61.8,57,6.41,6.46,3.98,8860
13042,0.3,Good,F,VVS2,66,55,4.19,4.21,2.77,613
13047,2.1,Ideal,I,SI2,61.9,56,8.22,8.2,5.08,15653
13048,1.22,Premium,I,SI1,61.2,59,6.86,6.9,4.21,5368
13050,0.32,Ideal,G,VS2,62.4,55,4.39,4.36,2.73,672
13051,0.3,Premium,H,SI1,61.3,61,4.27,4.25,2.61,540
13061,0.35,Premium,H,SI2,61.6,58,4.49,4.54,2.78,441
13063,1.01,Ideal,E,SI1,60.8,56,6.53,6.47,3.95,6346
13065,1.52,Very Good,F,VS1,63.8,56,7.25,7.3,4.64,15819
13067,0.54,Ideal,G,VS2,60.7,56,5.29,5.25,3.2,1637
13068,1.51,Very Good,D,VS2,63.1,62,7.24,7.22,4.56,14205
13069,2.2,Premium,H,SI2,58.2,59,8.52,8.47,4.94,11147
13072,0.43,Ideal,G,IF,62.5,54,4.83,4.86,3.03,1318
13074,0.52,Premium,E,VS2,60.9,58,5.2,5.18,3.16,1646
13075,0.5,Ideal,F,VS2,60.9,57,5.14,5.16,3.14,1749
13078,1.01,Very Good,F,SI1,59.7,61,6.49,6.55,3.89,4899
13079,0.48,Very Good,D,IF,60.6,55,5.08,5.12,3.09,2677
13084,0.7,Very Good,E,SI2,,59,5.7,5.74,3.52,2464
13086,0.3,Premium,G,VVS2,61,60,4.3,4.32,2.63,684
13090,0.53,Ideal,D,VS2,60.2,57,5.26,5.24,3.16,1956
13091,1.02,Ideal,H,SI2,61.6,55,6.49,6.43,3.98,2856
13097,0.32,Ideal,E,VS2,62,55,4.46,4.38,2.74,900
13098,2.01,Fair,G,SI2,65.9,57,7.85,7.78,5.15,10887
13099,1.01,Ideal,H,SI1,62.4,53,6.47,6.42,4.02,4642
13100,0.3,Good,H,SI2,63.9,57,4.27,4.24,2.72,485
13101,0.3,Ideal,E,VS2,62.3,57,4.32,4.29,2.68,844
13102,0.42,Ideal,D,VVS2,62.5,57,4.77,4.8,2.99,1326
13103,0.95,Ideal,H,SI2,59.3,59,6.42,6.46,3.82,3994
13104,0.51,Ideal,D,VS2,61.5,57,5.11,5.14,3.15,1787
13106,1.01,Very Good,E,VS1,62.9,60,6.33,6.43,4.01,7332
13107,1.2,Good,J,VS2,64.3,56,6.65,6.57,4.25,4637
13109,0.53,Premium,D,VS2,59.9,58,5.26,5.29,3.16,1734
13110,0.3,Ideal,H,VS1,61.6,55,4.27,4.3,2.64,526
13112,0.71,Good,G,SI1,63.6,56,5.65,5.67,3.6,2428
13115,0.32,Ideal,G,VVS1,61.4,57,4.42,4.44,2.72,814
13118,1.01,Very Good,E,SI1,62.3,60,6.36,6.39,3.97,5224
13121,0.51,Ideal,I,SI1,61.7,54,5.18,5.19,3.2,1000
13122,0.32,Ideal,F,VS1,61.6,57,4.39,4.42,2.71,716
13123,0.64,Ideal,H,VS2,62.3,54,5.52,5.55,3.44,1831
13124,1.16,Premium,G,VVS2,60,59,6.89,6.82,4.11,9146
13126,0.42,Ideal,E,VS2,62.2,55,4.79,4.83,2.99,958
13131,1.19,Premium,I,VS2,59.3,59,6.98,6.88,4.11,4591
13133,1.51,Ideal,J,SI1,61.4,57,7.38,7.43,4.55,8049
13134,1.5,Premium,J,SI1,61.7,59,7.36,7.32,4.53,7258
13137,1.01,Fair,G,SI2,59.8,66,6.42,6.48,3.86,3816
13138,2.02,Good,E,SI2,58.8,61,8.21,8.25,4.84,18236
13140,0.5,Premium,E,VS2,61.8,58,5.07,5.09,3.14,1624
13143,0.7,Ideal,F,SI1,61.5,56,5.74,5.7,3.52,2348
13145,0.3,Very Good,F,VS1,59.8,60,4.39,4.31,2.6,640
13147,0.9,Very Good,D,VS1,60.3,58,6.23,6.28,3.77,5331
13150,1.24,Premium,H,VS1,61.2,59,6.91,6.94,4.24,7358
13152,1,Good,D,VS2,63.9,56,6.34,6.31,4.04,7200
13156,1.01,Fair,E,SI2,55.2,65,6.78,6.67,3.71,4118
13157,1.04,Premium,E,SI2,59.2,58,6.64,6.7,3.95,4484
13160,1.3,Ideal,F,SI2,62.2,56,7,6.96,4.34,6559
13161,0.58,Ideal,F,SI1,60.9,55,5.39,5.41,3.29,1569
13164,0.75,Very Good,E,VVS2,62.8,57,5.74,5.78,3.62,4005
13165,0.32,Ideal,G,IF,60.9,56,4.43,4.41,2.69,1020
13166,1.06,Ideal,E,SI2,62.2,55,6.51,6.54,4.06,5223
13167,1.52,Ideal,H,SI1,60.1,60,7.5,7.42,4.48,9235
13168,1.67,Very Good,I,VS1,61.6,59.1,7.61,7.64,4.7,11867
13169,0.5,Ideal,D,SI2,61.6,57,5.13,5.1,3.15,1332
13174,0.7,Ideal,F,SI1,61,56,5.75,5.8,3.52,2840
13176,2.01,Premium,I,SI1,60.1,59,8.21,8.15,4.92,14752
13177,1.19,Ideal,E,SI2,60.2,57,6.84,6.87,4.13,5717
13178,1.62,Premium,F,SI1,63,58,7.47,7.43,4.69,13298
13179,2.03,Good,D,SI2,63.1,59,8.12,7.99,5.08,13109
13182,2.01,Very Good,H,SI2,63.4,60,7.97,7.89,5.03,11780
13185,0.81,Premium,J,VS2,60.6,60,6.04,6,3.65,2129
13186,0.8,Ideal,F,SI1,62.8,54,5.9,5.97,3.74,2975
13189,0.3,Very Good,D,SI1,62.6,56,4.24,4.29,2.67,552
13193,0.53,Ideal,F,VVS2,62.1,56,5.22,5.15,3.22,2290
13194,0.3,Ideal,F,VS1,61.3,55,4.36,4.32,2.66,731
13195,0.32,Premium,H,VS2,62.5,59,4.38,4.33,2.72,648
13198,1.58,Premium,D,SI1,62.7,60,7.41,7.37,4.63,13995
13199,0.9,Good,F,SI1,58,58,6.24,6.28,3.63,3699
13200,0.54,Ideal,G,IF,61.5,55,5.24,5.3,3.23,2289
13201,0.3,Premium,G,VS2,61.6,60,4.33,4.28,2.65,675
13203,0.41,Ideal,E,VS1,61.4,55,4.8,4.84,2.96,1007
13204,0.33,Ideal,G,SI2,,56,4.45,4.41,2.74,557
13205,0.7,Very Good,G,VS2,63.1,55,5.64,5.61,3.55,2657
13210,0.83,Very Good,G,SI2,61.6,57,6.02,6.06,3.72,2725
13216,1.65,Very Good,H,VS1,62,58,7.56,7.66,4.72,12773
13219,1.71,Very Good,D,SI2,62.1,58,7.56,7.64,4.72,11737
13223,1.53,Very Good,H,SI1,60.4,60,7.39,7.44,4.48,9332
13224,1.27,Ideal,G,SI2,58.8,56,7.16,7.06,4.18,4936
13229,0.71,Ideal,F,SI1,61.9,56,5.69,5.74,3.54,2999
13230,1.03,Ideal,F,VS2,60.4,56,6.59,6.56,3.97,6467
13234,0.51,Ideal,E,SI1,61.5,54,5.15,5.19,3.18,1356
13242,0.44,Premium,G,SI1,61.6,61,4.88,4.83,2.99,990
13247,1.57,Very Good,H,SI1,62,60,7.4,7.44,4.6,10200
13248,0.74,Premium,D,SI1,60.6,60,5.88,5.84,3.55,2655
13253,1.01,Very Good,E,SI2,62.2,58,6.36,6.43,3.98,4575
13254,0.5,Premium,F,VS1,61.3,59,5.15,5.09,3.14,1838
